Port Heiden Wind Speed and Direction				
Month	Day	Hour	Dir	Spd m/s
4	7	15	157	4.7
4	7	16	188	3.9
4	7	17	174	3.7
4	7	18	42	1.9
4	7	19	29	2.3
4	7	20	322	5.9
4	7	21	324	7.5
4	7	22	322	4.3
4	7	23	303	5.1
4	8	0	290	3.3
4	8	1	264	4.3
4	8	2	281	5.1
4	8	3	263	4.0
4	8	4	205	4.9
4	8	5	237	7.5
4	8	6	244	7.9
4	8	7	224	7.5
4	8	8	211	5.6
4	8	9	217	5.8
4	8	10	207	5.4
4	8	11	215	6.5
4	8	12	223	7.3
4	8	13	234	6.2
4	8	14	226	5.7
4	8	15	202	7.5
4	8	16	191	7.5
4	8	17	204	7.4
4	8	18	198	7.7
4	8	19	200	7.3
4	8	20	198	6.4
4	8	21	212	4.6
4	8	22	178	3.3
4	8	23	143	3.0
4	9	0	114	4.4
4	9	1	120	4.0
4	9	2	95	2.2
4	9	3	45	2.2
4	9	4	59	2.8
4	9	5	88	3.5
4	9	6	103	3.9
4	9	7	113	4.9
4	9	8	106	7.7
4	9	9	105	8.9
4	9	10	104	10.4
4	9	11	103	11.3
4	9	12	103	13.5
4	9	13	103	14.0
4	9	14	103	14.2
4	9	15	102	12.3
4	9	16	102	11.1
4	9	17	102	11.6
4	9	18	102	12.0
4	9	19	102	10.9
4	9	20	102	9.5
4	9	21	96	9.7
4	9	22	85	10.0
4	9	23	78	10.2
4	10	0	82	9.1
4	10	1	92	9.4
4	10	2	93	8.2
4	10	3	92	9.2
4	10	4	92	9.5
4	10	5	90	9.8
4	10	6	91	8.7
4	10	7	94	9.0
4	10	8	93	9.8
4	10	9	94	9.4
4	10	10	100	9.7
4	10	11	95	10.3
4	10	12	94	10.9
4	10	13	91	11.9
4	10	14	92	11.6
4	10	15	94	10.7
4	10	16	91	10.8
4	10	17	93	12.1
4	10	18	92	11.9
4	10	19	93	11.3
4	10	20	94	10.2
4	10	21	89	10.2
4	10	22	90	9.5
4	10	23	90	9.5
4	11	0	92	9.0
4	11	1	91	10.0
4	11	2	88	9.0
4	11	3	95	9.7
4	11	4	92	9.9
4	11	5	87	9.2
4	11	6	82	8.6
4	11	7	81	8.5
4	11	8	80	9.6
4	11	9	83	9.7
4	11	10	81	10.5
4	11	11	85	11.3
4	11	12	84	13.5
4	11	13	82	12.8
4	11	14	84	11.7
4	11	15	87	9.3
4	11	16	82	8.8
4	11	17	83	8.0
4	11	18	81	7.4
4	11	19	79	8.3
4	11	20	87	7.4
4	11	21	62	5.4
4	11	22	69	7.0
4	11	23	73	6.5
4	12	0	59	6.2
4	12	1	42	5.4
4	12	2	52	6.0
4	12	3	53	5.0
4	12	4	21	4.8
4	12	5	357	4.4
4	12	6	6	3.2
4	12	7	341	2.0
4	12	8	345	2.7
4	12	9	4	1.7
4	12	10	258	1.0
4	12	11	211	2.6
4	12	12	219	4.2
4	12	13	225	6.3
4	12	14	200	8.7
4	12	15	209	7.2
4	12	16	202	7.4
4	12	17	201	8.8
4	12	18	206	9.2
4	12	19	210	9.4
4	12	20	209	8.2
4	12	21	209	7.5
4	12	22	220	6.7
4	12	23	210	6.5
4	13	0	230	6.1
4	13	1	231	6.4
4	13	2	228	5.6
4	13	3	220	6.2
4	13	4	229	4.3
4	13	5	271	4.1
4	13	6	282	2.5
4	13	7	277	2.1
4	13	8	294	4.1
4	13	9	301	6.3
4	13	10	302	9.8
4	13	11	305	13.4
4	13	12	307	15.3
4	13	13	306	15.5
4	13	14	305	14.5
4	13	15	309	12.8
4	13	16	309	13.5
4	13	17	308	14.3
4	13	18	314	12.8
4	13	19	313	11.2
4	13	20	300	9.0
4	13	21	307	8.2
4	13	22	299	8.1
4	13	23	306	6.8
4	14	0	297	7.2
4	14	1	303	7.8
4	14	2	304	6.5
4	14	3	301	7.2
4	14	4	299	7.8
4	14	5	290	7.2
4	14	6	291	5.6
4	14	7	285	4.3
4	14	8	289	5.6
4	14	9	300	5.3
4	14	10	287	6.3
4	14	11	287	6.9
4	14	12	272	8.4
4	14	13	279	6.5
4	14	14	271	7.7
4	14	15	248	8.9
4	14	16	257	9.3
4	14	17	255	8.5
4	14	18	260	7.9
4	14	19	245	5.0
4	14	20	247	3.8
4	14	21	254	3.8
4	14	22	281	2.4
4	14	23	271	2.6
4	15	0	103	1.6
4	15	1	211	3.1
4	15	2	221	1.7
4	15	3	267	1.4
4	15	4	213	1.5
4	15	5	112	1.9
4	15	6	45	0.7
4	15	7	281	1.6
4	15	8	236	2.1
4	15	9	239	2.5
4	15	10	99	2.8
4	15	11	92	4.1
4	15	12	102	5.5
4	15	13	109	7.1
4	15	14	114	8.0
4	15	15	116	7.3
4	15	16	117	7.1
4	15	17	124	6.6
4	15	18	132	6.4
4	15	19	132	5.4
4	15	20	113	2.9
4	15	21	97	2.0
4	15	22	76	1.9
4	15	23	57	2.5
4	16	0	59	2.5
4	16	1	85	2.8
4	16	2	55	2.3
4	16	3	67	2.9
4	16	4	87	5.2
4	16	5	101	4.8
4	16	6	94	4.9
4	16	7	91	4.0
4	16	8	82	4.9
4	16	9	80	5.1
4	16	10	80	4.7
4	16	11	89	4.7
4	16	12	95	5.8
4	16	13	93	5.2
4	16	14	97	5.1
4	16	15	115	4.8
4	16	16	134	4.3
4	16	17	123	4.3
4	16	18	146	4.6
4	16	19	144	4.0
4	16	20	148	3.2
4	16	21	165	3.2
4	16	22	201	2.0
4	16	23	212	3.2
4	17	0	244	2.7
4	17	1	303	2.0
4	17	2	295	1.4
4	17	3	244	2.3
4	17	4	231	2.0
4	17	5	351	2.4
4	17	6	354	1.3
4	17	7	304	0.8
4	17	8	316	0.7
4	17	9	197	4.1
4	17	10	216	5.7
4	17	11	262	3.3
4	17	12	307	4.1
4	17	13	242	6.0
4	17	14	240	7.5
4	17	15	252	6.0
4	17	16	206	13.1
4	17	17	210	13.5
4	17	18	209	14.6
4	17	19	203	12.3
4	17	20	211	10.5
4	17	21	211	9.7
4	17	22	214	10.4
4	17	23	211	11.1
4	18	0	207	12.7
4	18	1	205	13.1
4	18	2	201	11.2
4	18	3	207	12.2
4	18	4	209	12.6
4	18	5	206	12.5
4	18	6	206	13.1
4	18	7	205	13.4
4	18	8	208	15.5
4	18	9	208	14.5
4	18	10	208	14.9
4	18	11	209	14.7
4	18	12	210	15.2
4	18	13	206	14.5
4	18	14	208	12.6
4	18	15	205	10.9
4	18	16	204	9.5
4	18	17	201	8.5
4	18	18	189	8.9
4	18	19	186	8.5
4	18	20	189	7.0
4	18	21	190	5.4
4	18	22	181	3.6
4	18	23	181	3.6
4	19	0	192	3.3
4	19	1	195	2.9
4	19	2	207	2.6
4	19	3	218	2.8
4	19	4	214	2.1
4	19	5	216	1.7
4	19	6	191	2.4
4	19	7	193	3.9
4	19	8	190	4.7
4	19	9	178	4.9
4	19	10	184	5.5
4	19	11	183	4.9
4	19	12	163	5.0
4	19	13	159	4.2
4	19	14	186	3.7
4	19	15	159	3.5
4	19	16	120	4.4
4	19	17	122	5.4
4	19	18	126	4.4
4	19	19	152	3.3
4	19	20	199	3.1
4	19	21	261	4.6
4	19	22	285	3.2
4	19	23	312	2.5
4	20	0	348	2.4
4	20	1	332	2.8
4	20	2	333	3.0
4	20	3	356	2.8
4	20	4	359	2.6
4	20	5	336	3.2
4	20	6	322	1.8
4	20	7	277	0.5
4	20	8	291	0.7
4	20	9	202	1.5
4	20	10	183	2.4
4	20	11	138	2.6
4	20	12	217	4.1
4	20	13	211	5.2
4	20	14	224	4.9
4	20	15	229	3.9
4	20	16	220	3.5
4	20	17	223	4.1
4	20	18	234	3.8
4	20	19	213	4.8
4	20	20	220	4.8
4	20	21	222	4.9
4	20	22	271	2.5
4	20	23	299	1.9
4	21	0	296	2.7
4	21	1	280	2.3
4	21	2	306	7.6
4	21	3	305	10.7
4	21	4	293	9.2
4	21	5	275	6.9
4	21	6	280	9.8
4	21	7	280	11.1
4	21	8	297	17.8
4	21	9	293	18.3
4	21	10	307	24.7
4	21	11	307	20.4
4	21	12	312	23.1
4	21	13	310	33.3
4	21	14	310	31.8
4	21	15	310	28.4
4	21	16	319	26.0
4	21	17	318	27.9
4	21	18	317	26.2
4	21	19	321	24.1
4	21	20	324	22.3
4	21	21	331	18.8
4	21	22	332	20.1
4	21	23	334	17.6
4	22	0	333	16.0
4	22	1	334	14.9
4	22	2	337	11.0
4	22	3	339	9.6
4	22	4	354	5.4
4	22	5	338	6.1
4	22	6	326	8.9
4	22	7	317	7.3
4	22	8	321	10.6
4	22	9	325	10.7
4	22	10	305	10.0
4	22	11	313	10.3
4	22	12	299	9.0
4	22	13	153	8.2
4	22	14	159	7.5
4	22	15	170	6.9
4	22	16	175	6.4
4	22	17	172	6.7
4	22	18	185	7.1
4	22	19	188	7.0
4	22	20	189	6.2
4	22	21	174	5.7
4	22	22	181	5.1
4	22	23	194	5.0
4	23	0	194	4.7
4	23	1	202	5.7
4	23	2	196	5.8
4	23	3	190	5.3
4	23	4	188	4.7
4	23	5	182	4.6
4	23	6	178	4.5
4	23	7	196	4.7
4	23	8	190	5.7
4	23	9	184	6.0
4	23	10	182	6.1
4	23	11	173	6.5
4	23	12	164	7.6
4	23	13	161	7.9
4	23	14	158	8.3
4	23	15	170	7.5
4	23	16	172	7.2
4	23	17	174	7.8
4	23	18	176	8.4
4	23	19	187	8.1
4	23	20	187	7.0
4	23	21	196	7.1
4	23	22	206	7.6
4	23	23	217	7.7
4	24	0	220	6.7
4	24	1	247	3.7
4	24	2	248	2.1
4	24	3	239	4.6
4	24	4	231	3.0
4	24	5	233	3.5
4	24	6	229	1.2
4	24	7	319	0.9
4	24	8	243	0.6
4	24	9	166	2.2
4	24	10	151	1.5
4	24	11	42	3.4
4	24	12	111	4.9
4	24	13	2	7.5
4	24	14	312	11.8
4	24	15	309	10.5
4	24	16	310	9.7
4	24	17	301	9.8
4	24	18	306	11.6
4	24	19	316	10.0
4	24	20	320	10.8
4	24	21	318	11.0
4	24	22	309	10.7
4	24	23	306	9.5
4	25	0	311	7.8
4	25	1	317	8.3
4	25	2	325	7.7
4	25	3	338	6.4
4	25	4	332	6.0
4	25	5	314	8.0
4	25	6	309	6.4
4	25	7	31	3.1
4	25	8	119	3.2
4	25	9	146	2.3
4	25	10	329	5.6
4	25	11	323	7.5
4	25	12	340	8.2
4	25	13	325	10.7
4	25	14	322	11.8
4	25	15	319	10.9
4	25	16	321	10.5
4	25	17	317	9.8
4	25	18	316	8.0
4	25	19	318	7.6
4	25	20	318	8.4
4	25	21	349	7.2
4	25	22	336	8.4
4	25	23	325	10.8
4	26	0	315	9.7
4	26	1	314	9.2
4	26	2	332	8.6
4	26	3	306	5.6
4	26	4	238	3.1
4	26	5	263	2.8
4	26	6	320	8.3
4	26	7	324	10.2
4	26	8	309	12.3
4	26	9	294	13.1
4	26	10	294	11.2
4	26	11	303	10.3
4	26	12	299	13.3
4	26	13	299	13.5
4	26	14	306	17.9
4	26	15	309	20.4
4	26	16	298	16.3
4	26	17	297	13.9
4	26	18	297	16.0
4	26	19	299	13.9
4	26	20	296	12.8
4	26	21	296	12.8
4	26	22	301	15.3
4	26	23	308	15.4
4	27	0	309	15.9
4	27	1	305	14.8
4	27	2	305	13.0
4	27	3	308	16.3
4	27	4	299	13.2
4	27	5	295	13.6
4	27	6	297	12.4
4	27	7	303	15.0
4	27	8	310	18.5
4	27	9	316	16.6
4	27	10	312	13.9
4	27	11	313	14.2
4	27	12	305	13.5
4	27	13	303	18.2
4	27	14	305	17.4
4	27	15	306	18.6
4	27	16	305	19.5
4	27	17	300	17.5
4	27	18	304	17.0
4	27	19	315	14.3
4	27	20	326	9.8
4	27	21	331	9.7
4	27	22	332	7.1
4	27	23	339	5.5
4	28	0	182	3.1
4	28	1	159	4.1
4	28	2	98	5.0
4	28	3	127	2.6
4	28	4	223	3.0
4	28	5	200	3.6
4	28	6	179	2.7
4	28	7	152	3.5
4	28	8	153	4.1
4	28	9	154	3.9
4	28	10	174	5.1
4	28	11	145	4.1
4	28	12	121	5.9
4	28	13	151	6.3
4	28	14	140	6.5
4	28	15	128	5.8
4	28	16	111	5.6
4	28	17	116	5.7
4	28	18	97	4.4
4	28	19	82	4.1
4	28	20	65	3.9
4	28	21	57	4.3
4	28	22	57	5.0
4	28	23	55	5.5
4	29	0	49	5.3
4	29	1	48	5.6
4	29	2	53	6.0
4	29	3	58	6.3
4	29	4	56	6.1
4	29	5	40	6.3
4	29	6	32	5.0
4	29	7	27	5.1
4	29	8	26	5.7
4	29	9	37	5.7
4	29	10	49	7.0
4	29	11	70	8.0
4	29	12	51	6.7
4	29	13	63	7.6
4	29	14	75	7.8
4	29	15	80	6.9
4	29	16	86	7.0
4	29	17	96	5.6
4	29	18	88	3.7
4	29	19	79	2.8
4	29	20	78	2.1
4	29	21	96	0.6
4	29	22	104	0.5
4	29	23	70	0.5
4	30	0	185	1.5
4	30	1	181	3.0
4	30	2	184	3.3
4	30	3	197	2.8
4	30	4	204	4.9
4	30	5	211	5.0
4	30	6	165	3.4
4	30	7	168	2.3
4	30	8	139	1.3
4	30	9	106	1.5
4	30	10	142	2.5
4	30	11	141	4.3
4	30	12	122	4.2
4	30	13	100	3.0
4	30	14	124	2.9
4	30	15	115	3.6
4	30	16	338	5.1
4	30	17	319	6.5
4	30	18	324	6.0
4	30	19	331	7.3
4	30	20	1	5.7
4	30	21	10	3.6
4	30	22	1	5.3
4	30	23	329	6.2
5	1	0	334	6.6
5	1	1	343	9.4
5	1	2	323	11.2
5	1	3	321	14.2
5	1	4	323	13.9
5	1	5	337	10.0
5	1	6	332	10.6
5	1	7	316	9.6
5	1	8	314	7.0
5	1	9	308	9.8
5	1	10	313	9.5
5	1	11	321	9.7
5	1	12	310	8.5
5	1	13	312	6.6
5	1	14	306	5.7
5	1	15	322	7.5
5	1	16	330	9.4
5	1	17	330	11.1
5	1	18	349	10.3
5	1	19	348	11.1
5	1	20	330	9.7
5	1	21	315	10.5
5	1	22	303	9.1
5	1	23	319	8.5
5	2	0	327	4.9
5	2	1	246	3.0
5	2	2	194	3.9
5	2	3	234	3.4
5	2	4	220	4.7
5	2	5	215	4.5
5	2	6	212	4.9
5	2	7	244	3.7
5	2	8	228	3.2
5	2	9	226	2.7
5	2	10	222	3.5
5	2	11	275	3.7
5	2	12	269	4.1
5	2	13	278	4.6
5	2	14	305	4.7
5	2	15	305	5.8
5	2	16	295	5.8
5	2	17	292	6.0
5	2	18	302	4.9
5	2	19	311	4.8
5	2	20	332	4.4
5	2	21	326	3.9
5	2	22	330	4.4
5	2	23	329	3.8
5	3	0	328	3.5
5	3	1	323	2.9
5	3	2	44	2.2
5	3	3	227	1.9
5	3	4	91	2.0
5	3	5	88	1.7
5	3	6	50	2.3
5	3	7	334	3.7
5	3	8	287	3.1
5	3	9	312	5.0
5	3	10	313	5.9
5	3	11	316	5.0
5	3	12	312	6.4
5	3	13	318	7.0
5	3	14	338	8.1
5	3	15	325	9.5
5	3	16	322	9.4
5	3	17	330	9.3
5	3	18	320	9.8
5	3	19	322	9.2
5	3	20	324	7.9
5	3	21	308	7.1
5	3	22	312	5.7
5	3	23	315	6.2
5	4	0	313	6.7
5	4	1	323	7.1
5	4	2	315	6.4
5	4	3	318	7.0
5	4	4	312	6.9
5	4	5	316	5.9
5	4	6	313	5.2
5	4	7	307	5.9
5	4	8	309	7.8
5	4	9	316	8.7
5	4	10	325	9.3
5	4	11	327	10.2
5	4	12	318	11.8
5	4	13	324	12.7
5	4	14	309	14.1
5	4	15	308	15.3
5	4	16	309	14.5
5	4	17	318	16.6
5	4	18	310	13.1
5	4	19	313	14.8
5	4	20	305	10.3
5	4	21	293	10.2
5	4	22	291	9.7
5	4	23	294	10.6
5	5	0	289	9.2
5	5	1	292	10.0
5	5	2	302	14.5
5	5	3	296	13.8
5	5	4	301	16.6
5	5	5	304	18.5
5	5	6	307	16.5
5	5	7	308	9.7
5	5	8	311	13.0
5	5	9	307	16.3
5	5	10	303	13.9
5	5	11	293	10.6
5	5	12	301	12.9
5	5	13	299	16.0
5	5	14	300	16.7
5	5	15	297	14.3
5	5	16	285	11.1
5	5	17	279	8.2
5	5	18	285	6.9
5	5	19	294	7.2
5	5	20	289	6.4
5	5	21	278	6.0
5	5	22	273	4.1
5	5	23	296	3.8
5	6	0	263	4.3
5	6	1	292	10.8
5	6	2	305	10.6
5	6	3	308	10.1
5	6	4	316	6.2
5	6	5	334	4.7
5	6	6	359	2.6
5	6	7	349	1.0
5	6	8	205	2.1
5	6	9	254	1.4
5	6	10	314	4.8
5	6	11	309	7.1
5	6	12	304	6.9
5	6	13	306	7.8
5	6	14	307	9.4
5	6	15	312	11.5
5	6	16	313	10.5
5	6	17	313	7.5
5	6	18	310	8.7
5	6	19	305	7.2
5	6	20	319	8.6
5	6	21	315	7.0
5	6	22	323	6.6
5	6	23	330	5.0
5	7	0	351	4.3
5	7	1	64	3.4
5	7	2	87	3.4
5	7	3	85	3.5
5	7	4	73	3.4
5	7	5	83	3.4
5	7	6	81	4.6
5	7	7	73	6.3
5	7	8	77	5.9
5	7	9	74	6.3
5	7	10	79	5.5
5	7	11	80	4.1
5	7	12	81	4.3
5	7	13	87	4.6
5	7	14	95	5.0
5	7	15	98	5.2
5	7	16	99	4.7
5	7	17	96	3.8
5	7	18	88	3.8
5	7	19	93	3.2
5	7	20	102	2.4
5	7	21	115	1.9
5	7	22	149	1.0
5	7	23	210	1.5
5	8	0	216	2.2
5	8	1	225	3.4
5	8	2	217	3.0
5	8	3	223	2.9
5	8	4	205	2.2
5	8	5	194	2.4
5	8	6	221	2.8
5	8	7	218	4.8
5	8	8	225	5.5
5	8	9	280	2.7
5	8	10	214	2.8
5	8	11	190	4.1
5	8	12	211	3.8
5	8	13	205	6.7
5	8	14	193	9.8
5	8	15	204	8.0
5	8	16	241	6.6
5	8	17	242	6.5
5	8	18	241	6.0
5	8	19	220	6.5
5	8	20	230	3.4
5	8	21	297	4.0
5	8	22	324	6.1
5	8	23	327	7.1
5	9	0	341	5.7
5	9	1	262	2.2
5	9	2	60	0.7
5	9	3	14	2.8
5	9	4	310	2.4
5	9	5	309	5.1
5	9	6	320	7.7
5	9	7	326	8.9
5	9	8	327	9.4
5	9	9	323	11.5
5	9	10	320	13.2
5	9	11	318	12.4
5	9	12	319	12.6
5	9	13	319	12.4
5	9	14	309	9.0
5	9	15	312	10.0
5	9	16	312	10.6
5	9	17	315	11.8
5	9	18	313	11.2
5	9	19	303	12.7
5	9	20	302	11.4
5	9	21	303	11.0
5	9	22	277	3.8
5	9	23	293	3.8
5	10	0	294	3.5
5	10	1	304	4.8
5	10	2	294	6.0
5	10	3	283	4.1
5	10	4	305	4.2
5	10	5	313	6.2
5	10	6	320	5.5
5	10	7	314	6.8
5	10	8	308	7.7
5	10	9	306	8.7
5	10	10	311	11.0
5	10	11	320	11.5
5	10	12	319	13.1
5	10	13	304	13.5
5	10	14	306	13.3
5	10	15	306	12.0
5	10	16	306	12.8
5	10	17	305	9.9
5	10	18	315	9.1
5	10	19	319	7.2
5	10	20	330	7.0
5	10	21	335	6.6
5	10	22	343	5.4
5	10	23	339	3.7
5	11	0	317	3.4
5	11	1	78	1.4
5	11	2	122	2.5
5	11	3	144	1.7
5	11	4	81	1.0
5	11	5	100	2.3
5	11	6	111	2.9
5	11	7	170	1.4
5	11	8	278	1.3
5	11	9	23	1.8
5	11	10	1	2.7
5	11	11	2	2.6
5	11	12	105	3.4
5	11	13	244	4.4
5	11	14	315	4.3
5	11	15	68	5.7
5	11	16	73	4.8
5	11	17	91	5.1
5	11	18	110	5.2
5	11	19	113	4.4
5	11	20	121	3.5
5	11	21	138	1.4
5	11	22	249	0.6
5	11	23	329	1.3
5	12	0	155	2.1
5	12	1	125	4.1
5	12	2	194	4.1
5	12	3	222	3.3
5	12	4	240	7.7
5	12	5	227	7.3
5	12	6	199	6.4
5	12	7	199	6.6
5	12	8	205	8.4
5	12	9	215	8.1
5	12	10	229	8.1
5	12	11	236	8.9
5	12	12	258	7.9
5	12	13	335	6.4
5	12	14	315	6.1
5	12	15	274	4.4
5	12	16	316	5.8
5	12	17	301	7.2
5	12	18	302	13.7
5	12	19	298	14.2
5	12	20	296	12.3
5	12	21	297	10.4
5	12	22	298	9.2
5	12	23	299	9.0
5	13	0	304	11.0
5	13	1	299	7.8
5	13	2	293	9.0
5	13	3	293	5.5
5	13	4	326	4.3
5	13	5	310	3.9
5	13	6	291	4.0
5	13	7	296	3.2
5	13	8	296	3.6
5	13	9	264	2.2
5	13	10	173	3.5
5	13	11	190	5.6
5	13	12	172	8.2
5	13	13	176	7.6
5	13	14	179	8.2
5	13	15	186	7.8
5	13	16	183	6.3
5	13	17	176	5.9
5	13	18	151	5.4
5	13	19	142	3.6
5	13	20	135	1.4
5	13	21	111	0.8
5	13	22	14	1.9
5	13	23	10	2.4
5	14	0	19	2.7
5	14	1	60	2.1
5	14	2	79	1.8
5	14	3	87	1.6
5	14	4	83	1.4
5	14	5	58	0.7
5	14	6	69	0.9
5	14	7	85	1.2
5	14	8	57	0.8
5	14	9	51	1.5
5	14	10	74	2.1
5	14	11	87	2.9
5	14	12	120	2.9
5	14	13	159	2.8
5	14	14	164	4.5
5	14	15	207	5.9
5	14	16	321	5.1
5	14	17	353	5.1
5	14	18	346	5.4
5	14	19	9	4.1
5	14	20	15	3.7
5	14	21	342	3.8
5	14	22	341	3.1
5	14	23	293	2.9
5	15	0	315	3.4
5	15	1	333	3.8
5	15	2	326	4.4
5	15	3	325	4.7
5	15	4	337	4.4
5	15	5	355	3.4
5	15	6	6	3.6
5	15	7	357	2.7
5	15	8	340	3.7
5	15	9	315	4.7
5	15	10	308	5.5
5	15	11	321	6.6
5	15	12	318	6.9
5	15	13	316	7.9
5	15	14	294	5.8
5	15	15	238	3.9
5	15	16	282	5.5
5	15	17	326	9.3
5	15	18	310	9.0
5	15	19	305	8.0
5	15	20	313	7.2
5	15	21	316	6.7
5	15	22	310	5.8
5	15	23	290	3.6
5	16	0	304	2.2
5	16	1	311	2.8
5	16	2	337	3.5
5	16	3	302	2.6
5	16	4	215	1.6
5	16	5	173	1.0
5	16	6	210	0.6
5	16	7	250	0.5
5	16	8	321	1.8
5	16	9	290	2.9
5	16	10	281	2.5
5	16	11	315	5.7
5	16	12	317	8.0
5	16	13	321	9.5
5	16	14	300	8.2
5	16	15	147	6.2
5	16	16	161	6.0
5	16	17	150	4.4
5	16	18	102	2.7
5	16	19	190	5.9
5	16	20	189	3.6
5	16	21	270	2.1
5	16	22	204	0.8
5	16	23	343	0.8
5	17	0	318	1.4
5	17	1	178	0.5
5	17	2	70	0.6
5	17	3	126	1.4
5	17	4	126	0.9
5	17	5	86	1.0
5	17	6	95	3.0
5	17	7	106	3.1
5	17	8	116	3.0
5	17	9	117	3.9
5	17	10	111	4.2
5	17	11	102	4.2
5	17	12	99	5.5
5	17	13	95	6.5
5	17	14	93	6.7
5	17	15	98	6.9
5	17	16	105	6.4
5	17	17	108	5.4
5	17	18	100	5.3
5	17	19	75	5.3
5	17	20	82	4.9
5	17	21	82	5.3
5	17	22	80	4.5
5	17	23	90	4.2
5	18	0	88	4.3
5	18	1	87	4.7
5	18	2	77	4.1
5	18	3	83	5.3
5	18	4	80	5.3
5	18	5	80	4.4
5	18	6	73	4.4
5	18	7	76	4.3
5	18	8	79	5.0
5	18	9	77	5.8
5	18	10	73	5.9
5	18	11	79	6.2
5	18	12	75	6.7
5	18	13	77	6.6
5	18	14	75	6.5
5	18	15	78	6.5
5	18	16	75	5.7
5	18	17	72	5.6
5	18	18	72	5.4
5	18	19	64	5.6
5	18	20	66	4.9
5	18	21	67	4.7
5	18	22	66	4.6
5	18	23	68	4.3
5	19	0	70	4.4
5	19	1	71	4.7
5	19	2	73	4.4
5	19	3	73	4.8
5	19	4	79	4.0
5	19	5	72	3.6
5	19	6	77	3.8
5	19	7	82	4.0
5	19	8	79	4.2
5	19	9	81	4.6
5	19	10	86	5.7
5	19	11	97	5.1
5	19	12	101	5.2
5	19	13	103	5.1
5	19	14	100	5.0
5	19	15	96	5.7
5	19	16	96	5.8
5	19	17	95	6.3
5	19	18	103	5.6
5	19	19	88	5.1
5	19	20	76	5.3
5	19	21	68	6.3
5	19	22	61	5.8
5	19	23	60	6.3
5	20	0	59	6.6
5	20	1	58	7.4
5	20	2	59	7.3
5	20	3	59	8.3
5	20	4	63	8.0
5	20	5	61	7.0
5	20	6	65	6.8
5	20	7	65	6.5
5	20	8	64	6.7
5	20	9	70	7.3
5	20	10	72	7.4
5	20	11	72	8.0
5	20	12	73	8.5
5	20	13	72	8.4
5	20	14	69	8.7
5	20	15	69	8.9
5	20	16	67	8.8
5	20	17	69	8.8
5	20	18	70	8.7
5	20	19	68	8.6
5	20	20	66	7.7
5	20	21	62	7.0
5	20	22	59	7.1
5	20	23	55	7.2
5	21	0	56	6.9
5	21	1	50	7.0
5	21	2	35	6.0
5	21	3	29	7.8
5	21	4	37	6.5
5	21	5	53	6.1
5	21	6	50	6.3
5	21	7	54	7.0
5	21	8	54	7.6
5	21	9	52	7.5
5	21	10	52	7.6
5	21	11	53	7.5
5	21	12	56	8.1
5	21	13	58	8.1
5	21	14	60	8.2
5	21	15	62	7.6
5	21	16	63	6.8
5	21	17	61	6.5
5	21	18	58	6.3
5	21	19	55	6.5
5	21	20	57	5.9
5	21	21	59	6.1
5	21	22	58	5.2
5	21	23	51	4.7
5	22	0	54	5.3
5	22	1	54	5.7
5	22	2	52	5.3
5	22	3	33	4.9
5	22	4	24	5.6
5	22	5	23	5.3
5	22	6	26	5.4
5	22	7	32	5.6
5	22	8	43	6.6
5	22	9	53	8.2
5	22	10	51	7.7
5	22	11	56	7.3
5	22	12	61	7.9
5	22	13	67	7.8
5	22	14	62	7.6
5	22	15	64	7.7
5	22	16	71	7.1
5	22	17	72	6.7
5	22	18	69	6.8
5	22	19	66	7.7
5	22	20	66	6.6
5	22	21	68	6.7
5	22	22	66	6.7
5	22	23	68	6.6
5	23	0	69	6.4
5	23	1	67	7.1
5	23	2	65	6.6
5	23	3	62	7.6
5	23	4	61	7.4
5	23	5	63	6.8
5	23	6	59	6.8
5	23	7	64	7.1
5	23	8	68	7.5
5	23	9	66	8.6
5	23	10	70	8.1
5	23	11	73	7.9
5	23	12	78	7.9
5	23	13	80	7.5
5	23	14	85	7.0
5	23	15	87	5.9
5	23	16	83	5.7
5	23	17	85	5.7
5	23	18	85	4.5
5	23	19	77	3.9
5	23	20	74	3.4
5	23	21	75	3.0
5	23	22	69	2.4
5	23	23	67	2.1
5	24	0	61	1.8
5	24	1	49	1.0
5	24	2	11	1.5
5	24	3	338	3.0
5	24	4	340	2.5
5	24	5	47	1.6
5	24	6	345	1.0
5	24	7	293	1.8
5	24	8	72	0.6
5	24	9	169	0.5
5	24	10	226	1.5
5	24	11	294	2.9
5	24	12	335	5.6
5	24	13	316	8.0
5	24	14	316	10.1
5	24	15	315	11.7
5	24	16	311	11.5
5	24	17	312	12.3
5	24	18	313	13.7
5	24	19	314	13.1
5	24	20	312	11.7
5	24	21	306	13.7
5	24	22	307	14.3
5	24	23	308	13.6
5	25	0	310	12.3
5	25	1	310	13.2
5	25	2	307	14.0
5	25	3	309	16.3
5	25	4	312	15.0
5	25	5	310	12.2
5	25	6	308	12.6
5	25	7	310	14.1
5	25	8	313	15.7
5	25	9	315	17.3
5	25	10	317	17.8
5	25	11	318	16.1
5	25	12	313	15.9
5	25	13	314	16.3
5	25	14	307	14.5
5	25	15	306	13.5
5	25	16	308	12.3
5	25	17	301	12.9
5	25	18	297	14.8
5	25	19	300	13.8
5	25	20	298	12.2
5	25	21	302	11.8
5	25	22	301	10.0
5	25	23	300	10.7
5	26	0	298	10.3
5	26	1	295	9.0
