Port Heiden Wind Speed and Direction				
Month	Day	Hour	Dir	Spd m/s
2	18	4	308	8.6
2	18	5	310	9.4
2	18	6	316	8.8
2	18	7	314	9.6
2	18	8	317	10.3
2	18	9	305	10.8
2	18	10	300	10.4
2	18	11	317	12.0
2	18	12	315	12.3
2	18	13	320	14.8
2	18	14	325	14.3
2	18	15	322	12.5
2	18	16	321	12.0
2	18	17	310	11.0
2	18	18	318	10.7
2	18	19	316	9.5
2	18	20	317	9.3
2	18	21	314	10.4
2	18	22	312	9.9
2	18	23	318	9.7
2	19	0	314	10.2
2	19	1	318	10.2
2	19	2	316	9.6
2	19	3	322	11.8
2	19	4	319	12.4
2	19	5	317	12.0
2	19	6	318	12.7
2	19	7	316	10.3
2	19	8	311	9.0
2	19	9	313	10.6
2	19	10	310	9.9
2	19	11	307	11.9
2	19	12	300	15.5
2	19	13	301	18.1
2	19	14	301	14.6
2	19	15	291	10.0
2	19	16	289	8.0
2	19	17	282	9.5
2	19	18	279	6.3
2	19	19	292	8.2
2	19	20	299	8.6
2	19	21	299	9.2
2	19	22	306	11.9
2	19	23	310	11.7
2	20	0	285	6.4
2	20	1	284	8.1
2	20	2	297	9.4
2	20	3	299	12.4
2	20	4	306	10.9
2	20	5	312	8.8
2	20	6	316	7.7
2	20	7	306	7.2
2	20	8	311	7.9
2	20	9	311	8.0
2	20	10	303	6.5
2	20	11	310	9.5
2	20	12	312	9.6
2	20	13	311	11.0
2	20	14	311	11.1
2	20	15	307	13.6
2	20	16	316	10.4
2	20	17	313	10.6
2	20	18	314	8.6
2	20	19	311	7.6
2	20	20	310	8.2
2	20	21	308	9.5
2	20	22	310	8.6
2	20	23	313	7.6
2	21	0	317	8.2
2	21	1	317	8.7
2	21	2	321	6.3
2	21	3	321	6.9
2	21	4	312	7.7
2	21	5	308	6.9
2	21	6	305	5.0
2	21	7	307	5.7
2	21	8	290	3.8
2	21	9	277	5.3
2	21	10	294	4.6
2	21	11	323	7.2
2	21	12	314	8.3
2	21	13	312	7.2
2	21	14	305	7.5
2	21	15	298	5.8
2	21	16	289	4.2
2	21	17	306	4.1
2	21	18	263	2.4
2	21	19	223	3.9
2	21	20	240	2.7
2	21	21	250	5.4
2	21	22	235	7.9
2	21	23	229	9.0
2	22	0	235	8.7
2	22	1	227	7.0
2	22	2	201	5.5
2	22	3	219	6.7
2	22	4	221	5.0
2	22	5	211	3.9
2	22	6	209	5.2
2	22	7	221	4.5
2	22	8	208	4.7
2	22	9	203	4.1
2	22	10	187	3.3
2	22	11	202	4.4
2	22	12	200	5.0
2	22	13	196	5.3
2	22	14	187	5.6
2	22	15	172	6.6
2	22	16	182	6.0
2	22	17	186	5.9
2	22	18	189	4.7
2	22	19	189	4.2
2	22	20	190	3.5
2	22	21	190	3.0
2	22	22	189	2.2
2	22	23	189	1.4
2	23	0	189	0.8
2	23	1	189	0.3
2	23	2	189	0.6
2	23	3	189	1.5
2	23	4	189	1.1
2	23	5	189	0.7
2	23	6	189	1.2
2	23	7	189	1.4
2	23	8	189	0.9
2	23	9	189	1.1
2	23	10	190	1.1
2	23	11	184	1.2
2	23	12	193	1.8
2	23	13	202	2.3
2	23	14	179	2.9
2	23	15	185	3.6
2	23	16	173	3.4
2	23	17	180	3.8
2	23	18	181	2.4
2	23	19	180	2.3
2	23	20	180	2.6
2	23	21	180	2.0
2	23	22	180	0.7
2	23	23	180	0.3
2	24	0	180	0.4
2	24	1	180	0.5
2	24	2	180	1.1
2	24	3	180	0.4
2	24	4	180	0.3
2	24	5	181	0.3
2	24	6	180	0.3
2	24	7	180	0.3
2	24	8	181	0.3
2	24	9	181	0.3
2	24	10	180	0.3
2	24	11	198	0.4
2	24	12	303	0.4
2	24	13	58	1.4
2	24	14	78	2.1
2	24	15	65	2.3
2	24	16	72	2.9
2	24	17	83	3.0
2	24	18	90	2.4
2	24	19	88	2.5
2	24	20	100	1.1
2	24	21	125	1.4
2	24	22	122	2.6
2	24	23	123	4.1
2	25	0	126	4.4
2	25	1	150	4.2
2	25	2	160	3.6
2	25	3	161	4.0
2	25	4	180	3.5
2	25	5	181	1.3
2	25	6	181	1.1
2	25	7	181	0.8
2	25	8	181	0.8
2	25	9	181	1.8
2	25	10	224	1.1
2	25	11	73	0.5
2	25	12	63	3.6
2	25	13	118	3.3
2	25	14	132	2.5
2	25	15	117	3.1
2	25	16	147	3.5
2	25	17	155	3.4
2	25	18	175	2.5
2	25	19	197	1.5
2	25	20	220	1.4
2	25	21	144	0.6
2	25	22	115	1.1
2	25	23	99	0.8
2	26	0	90	1.2
2	26	1	1	1.0
2	26	2	28	1.2
2	26	3	353	1.8
2	26	4	321	2.5
2	26	5	316	2.5
2	26	6	325	2.7
2	26	7	328	2.9
2	26	8	321	2.7
2	26	9	319	2.9
2	26	10	330	2.3
2	26	11	335	1.7
2	26	12	356	1.1
2	26	13	49	0.5
2	26	14	102	0.6
2	26	15	130	1.8
2	26	16	162	2.5
2	26	17	163	3.1
2	26	18	179	2.9
2	26	19	226	3.2
2	26	20	231	3.5
2	26	21	214	3.2
2	26	22	221	3.4
2	26	23	277	1.3
2	27	0	327	1.4
2	27	1	220	1.3
2	27	2	212	2.2
2	27	3	211	2.7
2	27	4	208	3.5
2	27	5	211	3.9
2	27	6	216	3.6
2	27	7	248	1.2
2	27	8	289	0.7
2	27	9	218	0.7
2	27	10	195	2.2
2	27	11	181	3.0
2	27	12	219	3.7
2	27	13	208	3.9
2	27	14	198	3.7
2	27	15	195	4.5
2	27	16	201	4.5
2	27	17	210	4.8
2	27	18	208	5.0
2	27	19	219	4.7
2	27	20	205	3.2
2	27	21	199	4.0
2	27	22	175	2.9
2	27	23	199	4.0
2	28	0	201	5.1
2	28	1	194	5.1
2	28	2	201	2.8
2	28	3	225	2.5
2	28	4	233	2.0
2	28	5	232	1.3
2	28	6	238	1.4
2	28	7	249	1.3
2	28	8	232	1.5
2	28	9	239	1.8
2	28	10	231	1.7
2	28	11	215	1.9
2	28	12	207	2.0
2	28	13	197	4.2
2	28	14	203	5.6
2	28	15	216	5.7
2	28	16	212	4.7
2	28	17	205	4.9
2	28	18	219	4.2
2	28	19	214	4.4
2	28	20	224	4.9
2	28	21	230	5.6
2	28	22	232	3.8
2	28	23	319	1.5
3	1	0	264	1.2
3	1	1	290	0.7
3	1	2	293	2.1
3	1	3	332	2.6
3	1	4	279	1.2
3	1	5	195	2.8
3	1	6	230	3.3
3	1	7	245	4.2
3	1	8	257	2.8
3	1	9	278	2.5
3	1	10	276	3.2
3	1	11	279	3.6
3	1	12	303	6.5
3	1	13	304	6.6
3	1	14	311	8.6
3	1	15	319	9.7
3	1	16	300	7.5
3	1	17	295	5.7
3	1	18	286	4.3
3	1	19	286	3.1
3	1	20	291	3.5
3	1	21	281	4.1
3	1	22	293	4.0
3	1	23	300	3.9
3	2	0	295	4.3
3	2	1	276	4.2
3	2	2	291	5.4
3	2	3	293	5.6
3	2	4	308	5.9
3	2	5	307	7.0
3	2	6	303	6.6
3	2	7	303	6.9
3	2	8	281	4.9
3	2	9	266	4.4
3	2	10	275	6.2
3	2	11	298	9.5
3	2	12	281	8.3
3	2	13	259	5.4
3	2	14	279	6.5
3	2	15	293	6.3
3	2	16	290	5.4
3	2	17	292	8.3
3	2	18	294	7.1
3	2	19	288	6.3
3	2	20	261	3.7
3	2	21	266	3.2
3	2	22	270	5.3
3	2	23	277	6.0
3	3	0	273	5.6
3	3	1	276	3.9
3	3	2	296	3.0
3	3	3	276	7.0
3	3	4	270	4.8
3	3	5	259	5.4
3	3	6	255	4.1
3	3	7	264	3.3
3	3	8	306	9.8
3	3	9	306	8.2
3	3	10	311	7.7
3	3	11	311	5.8
3	3	12	294	7.8
3	3	13	297	8.3
3	3	14	294	7.5
3	3	15	289	7.9
3	3	16	272	8.2
3	3	17	261	9.0
3	3	18	252	8.7
3	3	19	238	8.9
3	3	20	232	9.1
3	3	21	231	10.7
3	3	22	231	9.0
3	3	23	228	7.8
3	4	0	235	9.3
3	4	1	222	9.5
3	4	2	215	9.1
3	4	3	215	10.2
3	4	4	209	10.1
3	4	5	220	10.9
3	4	6	221	10.6
3	4	7	216	10.3
3	4	8	213	9.0
3	4	9	247	9.3
3	4	10	250	10.2
3	4	11	252	11.5
3	4	12	250	12.1
3	4	13	261	11.2
3	4	14	269	12.1
3	4	15	276	10.4
3	4	16	285	9.9
3	4	17	279	14.0
3	4	18	273	10.7
3	4	19	243	5.1
3	4	20	274	7.1
3	4	21	279	9.9
3	4	22	286	10.0
3	4	23	286	10.4
3	5	0	285	9.7
3	5	1	278	9.5
3	5	2	264	9.6
3	5	3	291	7.9
3	5	4	278	5.6
3	5	5	287	5.8
3	5	6	291	7.4
3	5	7	289	8.2
3	5	8	281	6.1
3	5	9	300	7.9
3	5	10	315	9.2
3	5	11	319	12.0
3	5	12	326	13.4
3	5	13	324	13.9
3	5	14	324	14.7
3	5	15	328	15.4
3	5	16	318	15.2
3	5	17	313	12.7
3	5	18	312	10.1
3	5	19	310	7.1
3	5	20	320	8.5
3	5	21	320	13.0
3	5	22	320	10.0
3	5	23	311	12.0
3	6	0	308	11.0
3	6	1	309	6.9
3	6	2	290	7.0
3	6	3	297	12.6
3	6	4	288	13.8
3	6	5	268	10.8
3	6	6	245	10.5
3	6	7	214	8.3
3	6	8	220	9.8
3	6	9	203	7.8
3	6	10	227	8.6
3	6	11	232	10.9
3	6	12	224	8.2
3	6	13	234	8.4
3	6	14	248	10.7
3	6	15	257	13.0
3	6	16	264	7.3
3	6	17	252	6.4
3	6	18	227	7.0
3	6	19	234	7.1
3	6	20	226	5.1
3	6	21	264	4.6
3	6	22	265	3.2
3	6	23	317	4.2
3	7	0	308	4.8
3	7	1	299	4.7
3	7	2	297	4.6
3	7	3	266	3.5
3	7	4	295	4.9
3	7	5	306	4.9
3	7	6	302	4.1
3	7	7	263	4.2
3	7	8	278	3.7
3	7	9	272	4.2
3	7	10	243	4.8
3	7	11	262	7.0
3	7	12	276	15.4
3	7	13	266	14.3
3	7	14	254	11.0
3	7	15	247	13.6
3	7	16	241	12.7
3	7	17	232	13.5
3	7	18	224	12.5
3	7	19	219	10.9
3	7	20	226	7.8
3	7	21	225	15.1
3	7	22	233	13.5
3	7	23	237	13.7
3	8	0	231	10.9
3	8	1	219	8.0
3	8	2	201	7.5
3	8	3	204	7.1
3	8	4	213	8.7
3	8	5	214	8.3
3	8	6	215	7.6
3	8	7	216	7.3
3	8	8	225	6.2
3	8	9	216	7.1
3	8	10	224	7.8
3	8	11	243	4.5
3	8	12	273	5.9
3	8	13	261	8.0
3	8	14	266	7.3
3	8	15	270	7.0
3	8	16	248	7.2
3	8	17	287	6.2
3	8	18	291	8.5
3	8	19	299	10.3
3	8	20	301	7.4
3	8	21	307	8.6
3	8	22	311	11.3
3	8	23	312	13.2
3	9	0	311	13.2
3	9	1	312	13.3
3	9	2	312	14.7
3	9	3	317	14.9
3	9	4	314	13.6
3	9	5	312	13.4
3	9	6	313	13.8
3	9	7	312	13.4
3	9	8	308	12.3
3	9	9	309	11.6
3	9	10	312	11.0
3	9	11	312	10.5
3	9	12	307	12.5
3	9	13	308	13.6
3	9	14	296	13.3
3	9	15	296	11.7
3	9	16	294	11.4
3	9	17	288	8.0
3	9	18	287	5.2
3	9	19	242	3.7
3	9	20	273	3.7
3	9	21	59	1.7
3	9	22	191	2.7
3	9	23	192	3.2
3	10	0	197	3.8
3	10	1	192	4.4
3	10	2	183	4.5
3	10	3	224	2.0
3	10	4	160	2.3
3	10	5	137	3.6
3	10	6	144	4.6
3	10	7	145	4.6
3	10	8	142	3.9
3	10	9	138	3.1
3	10	10	121	2.4
3	10	11	97	2.3
3	10	12	73	2.5
3	10	13	64	2.2
3	10	14	53	2.6
3	10	15	82	2.2
3	10	16	75	1.1
3	10	17	280	1.0
3	10	18	281	1.5
3	10	19	294	6.0
3	10	20	310	8.7
3	10	21	309	9.6
3	10	22	309	8.6
3	10	23	311	8.9
3	11	0	350	5.7
3	11	1	356	5.3
3	11	2	330	5.5
3	11	3	327	6.4
3	11	4	311	6.5
3	11	5	310	8.5
3	11	6	309	9.0
3	11	7	304	9.8
3	11	8	305	10.3
3	11	9	306	11.8
3	11	10	308	11.9
3	11	11	294	12.5
3	11	12	313	13.9
3	11	13	333	14.0
3	11	14	340	11.7
3	11	15	339	11.8
3	11	16	328	14.2
3	11	17	337	12.3
3	11	18	326	9.9
3	11	19	325	11.8
3	11	20	322	10.6
3	11	21	338	9.3
3	11	22	323	7.7
3	11	23	317	8.0
3	12	0	301	6.6
3	12	1	319	12.5
3	12	2	319	10.6
3	12	3	321	10.8
3	12	4	318	9.2
3	12	5	318	8.6
3	12	6	313	9.5
3	12	7	316	8.2
3	12	8	327	10.0
3	12	9	332	11.1
3	12	10	331	11.5
3	12	11	327	13.7
3	12	12	332	15.6
3	12	13	332	14.4
3	12	14	330	14.4
3	12	15	323	17.8
3	12	16	325	16.2
3	12	17	324	11.2
3	12	18	308	11.2
3	12	19	311	13.6
3	12	20	311	11.3
3	12	21	314	8.6
3	12	22	314	9.5
3	12	23	317	9.1
3	13	0	319	8.8
3	13	1	315	8.4
3	13	2	313	9.1
3	13	3	322	8.0
3	13	4	326	6.9
3	13	5	326	6.9
3	13	6	322	7.8
3	13	7	322	7.8
3	13	8	326	7.5
3	13	9	310	8.0
3	13	10	319	9.3
3	13	11	323	9.4
3	13	12	323	9.1
3	13	13	329	8.1
3	13	14	331	8.6
3	13	15	332	7.9
3	13	16	316	7.1
3	13	17	319	6.7
3	13	18	319	7.7
3	13	19	313	7.7
3	13	20	311	7.8
3	13	21	309	8.3
3	13	22	307	8.5
3	13	23	310	8.6
3	14	0	311	10.1
3	14	1	319	10.3
3	14	2	316	8.7
3	14	3	324	9.3
3	14	4	327	9.3
3	14	5	322	9.2
3	14	6	318	9.3
3	14	7	312	11.5
3	14	8	309	11.7
3	14	9	314	11.7
3	14	10	311	11.1
3	14	11	308	13.0
3	14	12	307	13.8
3	14	13	316	13.3
3	14	14	318	15.1
3	14	15	310	17.7
3	14	16	310	20.4
3	14	17	307	20.4
3	14	18	307	21.1
3	14	19	304	20.3
3	14	20	308	17.6
3	14	21	311	16.0
3	14	22	307	14.2
3	14	23	313	11.8
3	15	0	310	15.3
3	15	1	311	13.4
3	15	2	313	12.4
3	15	3	312	10.5
3	15	4	312	9.5
3	15	5	320	9.6
3	15	6	311	8.9
3	15	7	308	9.4
3	15	8	304	9.8
3	15	9	303	9.8
3	15	10	305	9.3
3	15	11	309	8.6
3	15	12	312	8.1
3	15	13	332	7.0
3	15	14	20	5.8
3	15	15	66	4.7
3	15	16	64	7.0
3	15	17	99	10.8
3	15	18	105	10.4
3	15	19	109	6.1
3	15	20	100	5.6
3	15	21	110	3.7
3	15	22	159	2.6
3	15	23	179	2.3
3	16	0	126	2.6
3	16	1	117	1.9
3	16	2	121	1.0
3	16	3	271	2.7
3	16	4	289	2.2
3	16	5	272	1.1
3	16	6	209	2.5
3	16	7	208	5.6
3	16	8	206	4.7
3	16	9	214	5.6
3	16	10	219	6.2
3	16	11	212	6.4
3	16	12	206	7.8
3	16	13	224	7.4
3	16	14	225	6.9
3	16	15	224	6.3
3	16	16	232	5.5
3	16	17	226	4.3
3	16	18	223	4.6
3	16	19	198	4.8
3	16	20	225	3.2
3	16	21	189	2.0
3	16	22	292	1.8
3	16	23	255	1.6
3	17	0	297	4.8
3	17	1	315	4.9
3	17	2	318	7.3
3	17	3	316	9.6
3	17	4	321	10.8
3	17	5	305	10.0
3	17	6	305	9.7
3	17	7	296	7.9
3	17	8	295	7.3
3	17	9	303	9.0
3	17	10	298	10.6
3	17	11	305	12.4
3	17	12	307	13.0
3	17	13	312	12.6
3	17	14	308	12.1
3	17	15	305	12.9
3	17	16	305	14.5
3	17	17	309	12.4
3	17	18	306	12.4
3	17	19	306	11.9
3	17	20	311	11.1
3	17	21	311	10.6
3	17	22	309	12.2
3	17	23	306	11.4
3	18	0	302	12.2
3	18	1	301	12.7
3	18	2	306	12.6
3	18	3	301	11.7
3	18	4	300	10.8
3	18	5	299	11.2
3	18	6	305	8.4
3	18	7	306	12.9
3	18	8	306	11.1
3	18	9	314	10.1
3	18	10	302	11.2
3	18	11	306	11.9
3	18	12	310	9.6
3	18	13	295	8.3
3	18	14	305	14.4
3	18	15	313	15.4
3	18	16	312	16.7
3	18	17	297	13.7
3	18	18	299	12.6
3	18	19	298	12.5
3	18	20	304	12.2
3	18	21	309	12.0
3	18	22	304	10.7
3	18	23	307	9.4
3	19	0	304	10.2
3	19	1	303	10.6
3	19	2	300	8.9
3	19	3	317	7.6
3	19	4	312	7.6
3	19	5	296	5.3
3	19	6	302	6.5
3	19	7	318	6.8
3	19	8	316	7.3
3	19	9	309	6.6
3	19	10	306	6.7
3	19	11	315	6.4
3	19	12	326	6.2
3	19	13	300	3.6
3	19	14	148	5.1
3	19	15	164	5.7
3	19	16	171	4.7
3	19	17	165	3.9
3	19	18	162	4.1
3	19	19	181	3.9
3	19	20	194	3.1
3	19	21	195	2.9
3	19	22	120	1.9
3	19	23	76	3.2
3	20	0	73	2.6
3	20	1	44	2.5
3	20	2	0	2.1
3	20	3	34	2.0
3	20	4	111	2.2
3	20	5	115	2.4
3	20	6	85	3.9
3	20	7	79	5.4
3	20	8	96	5.8
3	20	9	96	5.0
3	20	10	88	5.4
3	20	11	104	5.6
3	20	12	106	5.3
3	20	13	118	4.8
3	20	14	148	6.0
3	20	15	184	8.1
3	20	16	186	10.2
3	20	17	181	8.8
3	20	18	186	8.0
3	20	19	199	8.7
3	20	20	196	7.1
3	20	21	196	6.9
3	20	22	219	7.1
3	20	23	216	7.1
3	21	0	217	7.6
3	21	1	218	8.4
3	21	2	217	7.4
3	21	3	214	6.5
3	21	4	223	5.4
3	21	5	221	3.7
3	21	6	202	2.7
3	21	7	152	1.2
3	21	8	131	1.3
3	21	9	181	1.7
3	21	10	189	2.2
3	21	11	167	6.3
3	21	12	169	7.4
3	21	13	153	6.1
3	21	14	144	5.9
3	21	15	148	7.2
3	21	16	147	5.0
3	21	17	136	3.2
3	21	18	148	5.9
3	21	19	183	5.1
3	21	20	239	1.3
3	21	21	225	0.9
3	21	22	306	1.4
3	21	23	359	1.5
3	22	0	96	4.5
3	22	1	96	5.3
3	22	2	41	7.6
3	22	3	40	7.4
3	22	4	44	7.4
3	22	5	39	8.2
3	22	6	38	8.9
3	22	7	40	9.9
3	22	8	39	9.6
3	22	9	39	10.4
3	22	10	39	11.3
3	22	11	41	10.9
3	22	12	42	11.3
3	22	13	45	10.3
3	22	14	49	9.9
3	22	15	54	9.7
3	22	16	59	8.0
3	22	17	55	7.4
3	22	18	51	6.4
3	22	19	332	3.5
3	22	20	313	4.9
3	22	21	310	5.5
3	22	22	307	5.8
3	22	23	311	6.0
3	23	0	315	5.8
3	23	1	313	5.8
3	23	2	311	5.6
3	23	3	312	6.3
3	23	4	313	4.9
3	23	5	309	4.9
3	23	6	298	3.3
3	23	7	288	1.7
3	23	8	251	1.7
3	23	9	225	4.0
3	23	10	238	2.8
3	23	11	309	2.1
3	23	12	323	3.9
3	23	13	314	4.4
3	23	14	312	4.7
3	23	15	309	4.3
3	23	16	306	4.6
3	23	17	305	4.4
3	23	18	297	4.6
3	23	19	276	2.6
3	23	20	315	5.5
3	23	21	318	5.9
3	23	22	329	5.7
3	23	23	346	3.4
3	24	0	64	2.9
3	24	1	73	2.0
3	24	2	73	1.7
3	24	3	73	2.4
3	24	4	73	2.2
3	24	5	73	1.7
3	24	6	73	1.8
3	24	7	73	2.0
3	24	8	73	2.2
3	24	9	73	2.2
3	24	10	50	1.5
3	24	11	34	1.6
3	24	12	32	1.7
3	24	13	311	2.0
3	24	14	327	1.9
3	24	15	337	1.9
3	24	16	26	2.1
3	24	17	129	2.6
3	24	18	240	1.1
3	24	19	288	1.8
3	24	20	292	1.6
3	24	21	292	2.3
3	24	22	292	3.2
3	24	23	292	2.2
3	25	0	292	2.3
3	25	1	292	3.0
3	25	2	292	3.4
3	25	3	292	3.9
3	25	4	292	3.4
3	25	5	292	2.7
3	25	6	292	1.5
3	25	7	292	0.5
3	25	8	292	0.9
3	25	9	292	6.8
3	25	10	291	6.8
3	25	11	291	6.6
3	25	12	291	6.7
3	25	13	290	7.2
3	25	14	291	8.4
3	25	15	291	8.4
3	25	16	125	9.0
3	25	17	125	9.0
3	25	18	127	9.1
3	25	19	126	9.0
3	25	20	131	6.9
3	25	21	134	7.6
3	25	22	128	7.5
3	25	23	119	6.9
3	26	0	120	7.3
3	26	1	123	7.1
3	26	2	120	6.2
3	26	3	125	6.7
3	26	4	127	5.7
3	26	5	122	5.3
3	26	6	120	4.7
3	26	7	117	4.5
3	26	8	106	3.4
3	26	9	48	3.5
3	26	10	40	5.1
3	26	11	35	4.5
3	26	12	29	4.0
3	26	13	40	3.5
3	26	14	50	3.4
3	26	15	54	3.3
3	26	16	73	3.0
3	26	17	54	1.5
3	26	18	330	1.3
3	26	19	304	4.0
3	26	20	298	5.0
3	26	21	283	4.9
3	26	22	294	4.9
3	26	23	310	6.1
3	27	0	314	8.3
3	27	1	310	8.2
3	27	2	311	8.0
3	27	3	312	6.8
3	27	4	318	6.4
3	27	5	319	8.4
3	27	6	321	8.8
3	27	7	315	8.9
3	27	8	322	9.6
3	27	9	323	10.6
3	27	10	326	10.6
3	27	11	332	8.8
3	27	12	10	9.6
3	27	13	52	12.6
3	27	14	67	13.4
3	27	15	74	11.3
3	27	16	71	9.2
3	27	17	69	11.1
3	27	18	69	11.9
3	27	19	78	12.1
3	27	20	88	8.5
3	27	21	82	7.6
3	27	22	77	6.1
3	27	23	77	5.5
3	28	0	94	4.6
3	28	1	107	4.7
3	28	2	114	5.1
3	28	3	111	6.3
3	28	4	110	5.5
3	28	5	96	7.2
3	28	6	96	8.2
3	28	7	76	7.2
3	28	8	75	7.8
3	28	9	56	7.4
3	28	10	55	7.7
3	28	11	79	8.1
3	28	12	79	9.3
3	28	13	83	8.2
3	28	14	82	8.4
3	28	15	86	6.5
3	28	16	97	6.9
3	28	17	87	5.2
3	28	18	95	4.8
3	28	19	94	3.7
3	28	20	117	2.9
3	28	21	101	0.9
3	28	22	14	1.9
3	28	23	162	1.4
3	29	0	141	3.4
3	29	1	134	3.6
3	29	2	130	4.3
3	29	3	123	5.2
3	29	4	119	5.2
3	29	5	124	5.2
3	29	6	126	5.5
3	29	7	123	5.0
3	29	8	120	4.5
3	29	9	110	4.1
3	29	10	113	4.0
3	29	11	125	4.7
3	29	12	116	5.7
3	29	13	113	6.2
3	29	14	115	6.4
3	29	15	125	6.7
3	29	16	130	7.5
3	29	17	134	7.5
3	29	18	138	7.9
3	29	19	134	7.7
3	29	20	132	6.1
3	29	21	137	6.8
3	29	22	144	7.2
3	29	23	138	6.7
3	30	0	135	6.8
3	30	1	140	6.9
3	30	2	132	5.1
3	30	3	115	6.1
3	30	4	107	6.0
3	30	5	116	9.5
3	30	6	122	9.7
3	30	7	157	6.6
3	30	8	179	6.8
3	30	9	173	5.7
3	30	10	175	6.1
3	30	11	155	7.2
3	30	12	140	8.4
3	30	13	131	11.3
3	30	14	134	14.2
3	30	15	134	14.3
3	30	16	132	14.1
3	30	17	129	14.6
3	30	18	131	15.1
3	30	19	129	15.2
3	30	20	129	14.2
3	30	21	128	15.0
3	30	22	134	14.3
3	30	23	137	13.3
3	31	0	137	14.0
3	31	1	135	14.0
3	31	2	136	14.9
3	31	3	134	14.7
3	31	4	135	13.1
3	31	5	143	14.0
3	31	6	142	13.3
3	31	7	133	12.8
3	31	8	128	12.3
3	31	9	129	11.2
3	31	10	127	11.3
3	31	11	125	10.7
3	31	12	125	11.4
3	31	13	122	10.9
3	31	14	118	11.0
3	31	15	121	10.5
3	31	16	118	10.5
3	31	17	119	9.6
3	31	18	114	9.6
3	31	19	124	7.9
3	31	20	118	5.7
3	31	21	105	6.6
3	31	22	112	5.4
3	31	23	103	4.6
4	1	0	102	5.6
4	1	1	106	5.6
4	1	2	126	3.7
4	1	3	135	3.4
4	1	4	168	1.9
4	1	5	279	2.0
4	1	6	287	2.5
4	1	7	303	2.2
4	1	8	274	2.0
4	1	9	226	2.8
4	1	10	229	4.3
4	1	11	195	3.4
4	1	12	187	3.9
4	1	13	202	4.7
4	1	14	227	6.1
4	1	15	229	5.8
4	1	16	222	5.4
4	1	17	223	6.6
4	1	18	217	6.3
4	1	19	215	6.9
4	1	20	211	6.9
4	1	21	217	5.4
4	1	22	221	6.6
4	1	23	234	5.8
4	2	0	235	6.2
4	2	1	235	6.1
4	2	2	223	6.3
4	2	3	225	7.3
4	2	4	223	6.7
4	2	5	221	6.6
4	2	6	229	5.7
4	2	7	242	5.0
4	2	8	257	3.9
4	2	9	258	1.9
4	2	10	28	2.2
4	2	11	31	3.2
4	2	12	26	4.1
4	2	13	40	3.8
4	2	14	71	3.9
4	2	15	104	7.4
4	2	16	114	7.6
4	2	17	117	7.0
4	2	18	121	7.2
4	2	19	118	6.7
4	2	20	120	5.4
4	2	21	111	5.2
4	2	22	101	5.6
4	2	23	97	5.7
4	3	0	102	5.8
4	3	1	101	5.8
4	3	2	102	5.5
4	3	3	100	5.2
4	3	4	110	5.5
4	3	5	114	4.7
4	3	6	108	3.4
4	3	7	123	1.8
4	3	8	257	1.1
4	3	9	101	2.3
4	3	10	99	3.8
4	3	11	97	4.7
4	3	12	108	5.5
4	3	13	98	5.2
4	3	14	116	5.7
4	3	15	131	5.9
4	3	16	139	6.1
4	3	17	151	6.2
4	3	18	153	6.6
4	3	19	146	6.1
4	3	20	140	5.5
4	3	21	132	5.2
4	3	22	139	6.4
4	3	23	145	5.9
4	4	0	133	6.1
4	4	1	121	8.3
4	4	2	119	7.2
4	4	3	120	7.7
4	4	4	130	7.8
4	4	5	135	7.7
4	4	6	129	7.4
4	4	7	112	7.2
4	4	8	118	7.6
4	4	9	119	8.0
4	4	10	123	8.3
4	4	11	226	8.1
4	4	12	210	6.9
4	4	13	193	7.9
4	4	14	192	8.4
4	4	15	183	9.3
4	4	16	182	9.8
4	4	17	184	10.0
4	4	18	173	9.0
4	4	19	174	7.7
4	4	20	175	7.0
4	4	21	177	6.3
4	4	22	176	5.6
4	4	23	171	5.8
4	5	0	164	6.7
4	5	1	165	7.7
4	5	2	159	7.6
4	5	3	160	7.9
4	5	4	161	8.1
4	5	5	150	8.7
4	5	6	142	8.8
4	5	7	144	9.4
4	5	8	140	9.6
4	5	9	142	9.1
4	5	10	143	8.9
4	5	11	149	9.6
4	5	12	144	11.3
4	5	13	137	11.4
4	5	14	132	11.5
4	5	15	131	9.8
4	5	16	135	8.7
4	5	17	136	8.7
4	5	18	135	8.0
4	5	19	139	6.1
4	5	20	131	4.9
4	5	21	128	4.7
4	5	22	151	4.0
4	5	23	233	1.3
4	6	0	223	0.5
4	6	1	174	1.3
4	6	2	231	1.3
4	6	3	252	0.8
4	6	4	314	1.2
4	6	5	9	1.1
4	6	6	353	0.7
4	6	7	19	2.2
4	6	8	36	2.0
4	6	9	4	0.9
4	6	10	45	1.4
4	6	11	54	1.8
4	6	12	109	1.4
4	6	13	228	2.4
4	6	14	232	2.1
4	6	15	94	4.9
4	6	16	155	4.5
4	6	17	172	5.8
4	6	18	185	6.6
4	6	19	227	5.2
4	6	20	291	3.0
4	6	21	295	4.3
4	6	22	319	5.8
4	6	23	319	6.9
4	7	0	302	6.2
4	7	1	306	6.5
4	7	2	299	5.0
4	7	3	289	5.2
4	7	4	319	8.5
4	7	5	321	6.8
4	7	6	296	5.6
4	7	7	213	1.9
4	7	8	237	1.8
4	7	9	224	2.4
4	7	10	279	3.2
4	7	11	314	7.3
4	7	12	300	5.3
4	7	13	168	3.3
4	7	14	162	2.3
